index	sentence1	sentence2	label
5015	Stephen Miller is an evil, abhorrent human being. He may think he has it made, today, but tomorrow is coming and it's coming for him. He's definitely someone over whom the FBI will need to keep a close watch.	Is this tweet offensive?	1
5016	<user> Hi, I think you missed this part of my post:  <url>  While I do think the Gryph is really struggling with timing and wording, his words have rubbed ALOT OF POC in the fandom the wrong way. And his resistance to an apology ain't helping	Is this tweet offensive?	0
5017	<user> <user> <user> No but the overall intelligence of your country is in serious trouble. Holy shit.	Is this tweet offensive?	1
5018	<user> <user> Don’t be a moron. Minneapolis has been run by Dems for 50+ years. But yeah a Pres in office for 3.5yrs is the problem 🤣	Is this tweet offensive?	0
5019	i could literally cry rn.	Is this tweet offensive?	0
5020	this is why he fears him, the guy can steal voters who have grown dissapointed in him. Also maybe why hes not doing shit about covid19	Is this tweet offensive?	0
5021	Video call without My Permission is  a RAPE. #BlackLivesMatter #BlackLivesMatter #LifeWouldBeNiceIf #SayNoToRapist #saynotorape	Is this tweet offensive?	0
5022	Just kids playing. Nothing to worry about. <url>	Is this tweet offensive?	0
5023	<user> <user> I would love to say I'm one of the cool characters, but like a lot of people I assume I'm an anonymous balaclava-wearing soldier who gets blown up or struck with lightning or rendered insane during one of the boss introduction cutscenes	Is this tweet offensive?	0
5024	<user> So how about Hunter?	Is this tweet offensive?	0
5025	<user> Of course he didn’t, he doesn’t care, this wasn’t about George Floyd or the economy or the virus. This was trump needing to have a klan rally so bad he’ll just stand there talking bullshit &amp; signing garbage for his sycophants.	Is this tweet offensive?	1
5026	<user> horrible	Is this tweet offensive?	0
5027	Wow. Disgusting. Let’s donate!	Is this tweet offensive?	0
5028	<user> $5 says Trump is positive for COVID-19.	Is this tweet offensive?	0
5029	when another idiot eats some type of exotic animal	Is this tweet offensive?	1
5030	Why is this hella funny to me lmaooooo wtf	Is this tweet offensive?	0
5031	These MFer are unreal, no Shame none at all!!!!1	Is this tweet offensive?	0
5032	Good Afternoon Fellow Monstars, hope all of you are staying bright and loving each other as best as you can. Shit isnt easy right now but we have to keep fighting for each other and never stop reaching for a more peaceful tomorrow. #Blacklivesmatter	Is this tweet offensive?	0
5033	<user> <user> <user> <user> <user> <user> He's a Qanon follower. They're....delusional, and that's the most polite word to describe them. Some of those Qanonsense cult members swear George Floyd didn't really die, and that it was all faked to start the 'race riots' to make Trump look bad. They're sick and disgusting.	Is this tweet offensive?	0
5034	According to Democrats if you are  President Trump or one of the 7 million Americans who got Covid you are irresponsible and unsafe.  And according to them if you die of Covid it’s your fault.  Think about that for a minute.	Is this tweet offensive?	0
5035	<user> <user> <user> <user> <user> What a crowd! Must be seven people there!	Is this tweet offensive?	0
5036	#TrumpsAmerica is a sad country now. <url>	Is this tweet offensive?	0
5037	you need to stfu	Is this tweet offensive?	1
5038	Where are all those people who tweet about seizing the means of production? Haven't things been ripe for seizing for the last few months? I thought all of these horrible systems were on the brink of being overthrown	Is this tweet offensive?	0
5039	People of Twitter... DO YOUR THING!  Send fake emails to this. Clog the phone lines.   #kpop #trump #BlackLivesMatter <url>	Is this tweet offensive?	0
5040	<user> <user> what up troll	Is this tweet offensive?	1
5041	"""<user> <user> 50 miles from Doland in Pierpont where I grew up, they taught us to be respectful of others. We don't call each other """"stupid"""" if we disagree.  New Zealand pop. 6.4M has 25 COVID deaths.  SD+ND+WI with same population have 3100 COVID deaths. The Kiwis succeeded where we failed."""	Is this tweet offensive?	0
5042	"""Our MIA Prime Mendaciter """"will be back at his desk on Monday, raring to go...""""  Yes, <user> please do go  And take your useless but deadly #Nastiz with you  Deaths:  UK (four months of #Covid19): 41,000+  US military (10 years of war in Vietnam): 58,220  #Wato <url>"	Is this tweet offensive?	0
5043	<user> <user> <user> I too subscribe to this theory. I think there is no such thing as a shy Trump voter.	Is this tweet offensive?	0
5044	Trump didn’t want to talk or listen to George Floyd’s brother.His soul is dark, cold and empty.  #DumpTrump <url>	Is this tweet offensive?	0
5045	Fuck these celebs saying look how many millions I donated, look at the jet I got em for trial. Close a fucking deal retards! #BlackLivesMatter	Is this tweet offensive?	1
5046	Fuck. The. Po. Lice.  A thread...  #JusticeForGeorge  #BlackLivesMatter  #TrumpHasNoPlan	Is this tweet offensive?	1
5047	<user> <user> Your so fake	Is this tweet offensive?	1
5048	It makes absolutely no sense to me why other Latinx people act like this. I’ve heard many Latinx people here in EP use the N-word like it’s nothing and it makes me so disgusted. #BlackLivesMatter	Is this tweet offensive?	0
5049	Wait... you wish a lying traitor, a genocide participant well??? <url>	Is this tweet offensive?	1
5050	47 years Later, NOTHING HAS CHANGED!! #DrainTheSwamp <user> #MAGA ARE WE SURPRISED? HE IS NOT THE ONLY CROOK IN DC!! #FISAABUSE #ObamaBidenGate #DirtyDossier TYRANNY AND CHAOS!! <url>	Is this tweet offensive?	0
5051	<user> had 47 years to do this...why didn’t he?  Trump to designate KKK, Antifa as terrorist groups in black empowerment plan <url> via <user>	Is this tweet offensive?	0
5052	Why are we out today? Off the top of my head...  Grenfell Corrupt mass media Dominic Cummings Racist PM Murder of George Floyd and a systematically racist US Whitewash of Belly Mujinga and a systematically racist UK Deaths of 50000 citizens due to govt incompetence  Enough yet?	Is this tweet offensive?	0
5053	<user> You should believe in God, maybe then you would not have selected believing your money grabbing sexual deviant son over believing your oven grand-daughter, you sick creepy old geezer!	Is this tweet offensive?	1
5054	Wait for reals? They knew each other?? Give this motherfucker the death penalty wtf	Is this tweet offensive?	1
5055	The right wing media. Could barely admit there was a covid19 crisis until Trump got the virus. They don't seem to care about the 200tho dead citizens. All they care about is the man that allowed the virus to spead throughout the country. Right wing Hypocrites!	Is this tweet offensive?	0
5056	i translated this and got an actual heart attack	Is this tweet offensive?	0
5057	"""DON'T SACRIFICE YOUR KIDS AT THE ALTAR OF CULT 45 AND THE MAD KING.  Trump can't cite a shred of evidence that back up his false claim that children are """"almost immune"""" from the coronavirus <url> 02 #BeCounted"""	Is this tweet offensive?	1
5058	Don’t slam the doors on your way out 😂😂😂😜	Is this tweet offensive?	0
5059	Adding to the three great lies: The check is in the mail. Mexico will pay for the wall. And now.....	Is this tweet offensive?	0
5060	This weasel is just providing the movie trailer to Pandemic 2.  He will go away.  I would rather listen to fingernails scraping a chalk board then this garbage.	Is this tweet offensive?	0
5061	<user> Say it ain’t so Joe! I’m voting 4 more years President Trump, Love, one of those UGLY FOLKS♥️	Is this tweet offensive?	0
5062	It is ingrained in everything we do and us white folk don't even know it. #BlackLivesMatter	Is this tweet offensive?	0
5063	#DitchMitch What kind a vile person finds this funny?	Is this tweet offensive?	1
5064	Why is <user> putting $25,,000,000 in her coronavirus bill for cleaning supplies for the Capitol?  Does she think they're going to clean it with vodka?	Is this tweet offensive?	0
5065	This is disgusting, why you touch a child for supporting George Floyd?!?!	Is this tweet offensive?	1
5066	<user> <user> <user> <user> If covid wasn’t gonna kill us she was gonna do it 😭💀	Is this tweet offensive?	1
5067	<user> <user> <user> Police in france, are racial profiling black people, and letting white people pass without even taking a single look #BlackLivesMatter	Is this tweet offensive?	0
5068	Here ya go, all you #MAGA2020 's . Knock yourselves out. Go to church. Just wear your red hats so we all know to stay away from you.  <url>	Is this tweet offensive?	1
5069	<user> Happy #ObamaDay! question for u...Is it still hard to deal with being inferior at the job? or have u gotten used to that by now? #obamaday #trumpsucks #mushroomdick #littleman #blacklivesmatter <url>	Is this tweet offensive?	1
5070	John Lewis says video of George Floyd’s killing made him cry <url>	Is this tweet offensive?	0
5071	Nigerians .......🤣🤣🤣🤣🤣	Is this tweet offensive?	0
5072	Bloody love them! 💙💙💙	Is this tweet offensive?	0
5073	That lady's going all skinhead for #BlackLivesMatter? No way! That's fake, right?	Is this tweet offensive?	0
5074	By the end of this year 30-50 people will be dying of COVID-19 every day in North Dakota.	Is this tweet offensive?	0
5075	<user> <user> Because of COVID these kids will likely be dumb as rocks.	Is this tweet offensive?	1
5076	When you accidentally speak the truth..  We see you, <user> <url>	Is this tweet offensive?	0
5077	VIOLENCE IS NOT THE WAY’   George Floyd’s family urge protesters don’t ‘tear up your town’  <url>	Is this tweet offensive?	0
5078	👉🏾 George Floyd’s murderer was originally charged with 3rd degree murder. He is now being charged with 2nd degree murder.  👉🏾The other three officers who stood on scene and did NOTHING to help Floyd are being charged with aiding and abetting 2nd degree murder.	Is this tweet offensive?	0
5079	"<user> <user> <user> <user> <user> Did you get complete amnesia after Trump won?   ""A stimulus likely gets done quickly seeing how Joe and Mitch looking willing to cooperate.""   What the fuck is the matter w you people? When has Mitch wanted to work w u assholes?  FFS, Biden was the VP Mitch was obstructing!"	Is this tweet offensive?	1
5080	<user> <user> <user> Putin's Puppy standing up for America: <url>	Is this tweet offensive?	0
5081	What a dangerous moron.	Is this tweet offensive?	1
